timestamp_pc_ms,timestamp_arduino_ms,sensor_id,placement,ax,ay,az,gx,gy,gz,label,trial_id,subject_id
95795422,1235973,1,pelvis,0.9856,0.0142,-0.1184,0.3662,0.4272,0.6104,,t009,MAPRAA
95795436,1235989,1,pelvis,0.9845,0.0145,-0.1188,0.0610,0.4272,0.6714,,t009,MAPRAA
95795451,1236004,1,pelvis,0.9852,0.0154,-0.1180,-0.0610,0.4272,0.6714,,t009,MAPRAA
95795467,1236020,1,pelvis,0.9852,0.0160,-0.1180,-0.1831,0.4272,0.7324,,t009,MAPRAA
95795482,1236035,1,pelvis,0.9851,0.0187,-0.1173,-0.1221,0.3662,0.8545,,t009,MAPRAA
95795498,1236050,1,pelvis,0.9860,0.0195,-0.1177,-0.3052,0.3662,1.0376,,t009,MAPRAA
95795513,1236066,1,pelvis,0.9851,0.0204,-0.1189,-0.3662,0.3662,1.0376,,t009,MAPRAA
95795529,1236081,1,pelvis,0.9862,0.0225,-0.1190,-0.3052,0.5493,0.9766,,t009,MAPRAA
95795544,1236097,1,pelvis,0.9866,0.0227,-0.1189,-0.1831,0.5493,0.7935,,t009,MAPRAA
95795559,1236112,1,pelvis,0.9852,0.0231,-0.1190,0.0610,0.2441,0.7935,,t009,MAPRAA
95795575,1236128,1,pelvis,0.9849,0.0228,-0.1195,0.2441,0.0610,0.8545,,t009,MAPRAA
95795590,1236143,1,pelvis,0.9860,0.0229,-0.1179,0.2441,0.0610,0.7935,,t009,MAPRAA
95795606,1236159,1,pelvis,0.9875,0.0237,-0.1188,0.3662,0.2441,0.5493,,t009,MAPRAA
95795621,1236174,1,pelvis,0.9886,0.0265,-0.1208,0.5493,0.2441,0.3662,,t009,MAPRAA
95795637,1236189,1,pelvis,0.9882,0.0244,-0.1204,0.6714,0.1831,0.1221,,t009,MAPRAA
95795652,1236205,1,pelvis,0.9860,0.0189,-0.1202,0.6104,0.1831,0.0610,,t009,MAPRAA
95795667,1236220,1,pelvis,0.9841,0.0187,-0.1195,0.4272,0.1221,0.1221,,t009,MAPRAA
95795683,1236235,1,pelvis,0.9830,0.0195,-0.1199,0.4272,0.0610,0.2441,,t009,MAPRAA
95795698,1236251,1,pelvis,0.9835,0.0198,-0.1199,0.7324,-0.1221,0.3052,,t009,MAPRAA
95795713,1236266,1,pelvis,0.9851,0.0199,-0.1211,0.7935,-0.1221,0.3662,,t009,MAPRAA
95795729,1236282,1,pelvis,0.9865,0.0197,-0.1229,1.0376,-0.1831,0.4272,,t009,MAPRAA
