timestamp_pc_ms,timestamp_arduino_ms,sensor_id,placement,ax,ay,az,gx,gy,gz,label,trial_id,subject_id
95755617,1196167,1,pelvis,0.9717,-0.1401,0.1194,-7.6294,-12.7563,-6.8970,,t007,MAPRAA
95755631,1196183,1,pelvis,0.9723,-0.1521,0.1248,-8.4229,-12.3901,-6.2866,,t007,MAPRAA
95755647,1196199,1,pelvis,0.9686,-0.1503,0.1309,-10.3760,-11.3525,-4.4556,,t007,MAPRAA
95755663,1196214,1,pelvis,0.9547,-0.1290,0.1292,-10.3760,-10.4980,-3.4790,,t007,MAPRAA
95755678,1196230,1,pelvis,0.9540,-0.1141,0.1265,-9.2773,-8.3618,-2.3804,,t007,MAPRAA
95755694,1196246,1,pelvis,0.9640,-0.1111,0.1152,-8.4839,-7.5073,-2.1973,,t007,MAPRAA
95755710,1196261,1,pelvis,0.9749,-0.1409,0.0942,-6.7749,-6.4087,-1.7090,,t007,MAPRAA
95755725,1196277,1,pelvis,0.9738,-0.1487,0.0894,-6.1035,-5.3711,-0.4883,,t007,MAPRAA
95755741,1196293,1,pelvis,0.9708,-0.1533,0.0851,-6.4087,-4.5776,0.1831,,t007,MAPRAA
95755756,1196308,1,pelvis,0.9745,-0.1593,0.0842,-8.9111,-2.3804,1.9531,,t007,MAPRAA
95755772,1196324,1,pelvis,0.9969,-0.1732,0.1001,-11.2915,-0.7324,3.1738,,t007,MAPRAA
95755787,1196340,1,pelvis,1.0089,-0.1747,0.1295,-15.6860,5.3101,6.2256,,t007,MAPRAA
95755803,1196355,1,pelvis,1.0372,-0.1893,0.1871,-16.2964,10.3760,7.8125,,t007,MAPRAA
95755818,1196370,1,pelvis,1.0337,-0.2039,0.1962,-12.8174,14.0991,10.2539,,t007,MAPRAA
95755834,1196386,1,pelvis,0.9036,-0.2097,0.2097,-11.1694,12.2681,10.0098,,t007,MAPRAA
95755849,1196401,1,pelvis,0.8199,-0.1980,0.2173,-12.8174,12.2070,7.7515,,t007,MAPRAA
95755865,1196417,1,pelvis,0.7745,-0.1508,0.1628,-13.9770,15.0757,9.5825,,t007,MAPRAA
95755880,1196432,1,pelvis,0.8944,-0.0465,0.1323,-11.7798,18.8599,20.4468,,t007,MAPRAA
95755895,1196448,1,pelvis,0.9803,0.0135,0.1724,-10.4370,19.7754,26.4282,,t007,MAPRAA
95755911,1196463,1,pelvis,1.0807,0.0376,0.2123,-8.0566,17.7612,30.9448,,t007,MAPRAA
95755926,1196479,1,pelvis,1.0762,-0.0143,0.2035,0.1221,11.6577,21.0571,,t007,MAPRAA
95755942,1196494,1,pelvis,1.0016,-0.1638,0.2073,3.6621,8.7280,15.0757,,t007,MAPRAA
95755957,1196509,1,pelvis,0.9802,-0.2031,0.2184,5.0659,7.9956,9.2163,,t007,MAPRAA
95755972,1196525,1,pelvis,0.9700,-0.1915,0.1932,4.6997,9.4604,9.6436,,t007,MAPRAA
95755988,1196540,1,pelvis,0.9410,-0.1724,0.1801,6.7139,10.5591,15.0146,,t007,MAPRAA
95756003,1196556,1,pelvis,0.8286,-0.1188,0.1863,8.3008,10.6201,18.7988,,t007,MAPRAA
95756019,1196571,1,pelvis,0.7841,-0.0988,0.1965,10.9863,12.3901,26.1841,,t007,MAPRAA
95756034,1196586,1,pelvis,0.7745,-0.1005,0.2089,12.8174,13.0615,29.4189,,t007,MAPRAA
