timestamp_pc_ms,timestamp_arduino_ms,sensor_id,placement,ax,ay,az,gx,gy,gz,label,trial_id,subject_id
95820643,1962251,3,ankle,0.9104,-0.0952,-0.3872,1.0376,-0.8545,-0.1831,,t0010,MAPRAA
95820658,1962266,3,ankle,0.9086,-0.0989,-0.3832,0.9766,0.4272,-0.2441,,t0010,MAPRAA
95820673,1962282,3,ankle,0.9126,-0.1002,-0.3872,1.2207,0.9766,-0.4272,,t0010,MAPRAA
95820689,1962297,3,ankle,0.9159,-0.0964,-0.3914,2.2583,0.6714,-0.6104,,t0010,MAPRAA
95820704,1962313,3,ankle,0.9126,-0.0945,-0.3840,2.1362,0.6714,-0.7935,,t0010,MAPRAA
95820720,1962328,3,ankle,0.9125,-0.0999,-0.3793,1.9531,1.2817,-0.9766,,t0010,MAPRAA
95820735,1962343,3,ankle,0.9152,-0.1019,-0.3829,2.6855,1.7700,-1.1597,,t0010,MAPRAA
95820751,1962359,3,ankle,0.9180,-0.0990,-0.3881,2.9907,1.3428,-1.2817,,t0010,MAPRAA
95820766,1962375,3,ankle,0.9153,-0.0983,-0.3866,2.9297,0.7324,-1.3428,,t0010,MAPRAA
95820782,1962390,3,ankle,0.9127,-0.1044,-0.3837,2.6855,1.0376,-1.2207,,t0010,MAPRAA
95820797,1962406,3,ankle,0.9122,-0.1055,-0.3854,2.8076,1.6479,-1.1597,,t0010,MAPRAA
95820813,1962421,3,ankle,0.9108,-0.1049,-0.3859,3.1128,1.7700,-1.1597,,t0010,MAPRAA
95820828,1962436,3,ankle,0.9113,-0.1053,-0.3876,3.0518,2.0752,-1.0986,,t0010,MAPRAA
95820844,1962452,3,ankle,0.9124,-0.1063,-0.3882,2.8687,2.2583,-0.9766,,t0010,MAPRAA
95820859,1962468,3,ankle,0.9106,-0.1072,-0.3860,2.2583,2.3804,-0.8545,,t0010,MAPRAA
95820875,1962483,3,ankle,0.9082,-0.1067,-0.3879,1.9531,2.8687,-0.7324,,t0010,MAPRAA
95820890,1962498,3,ankle,0.9075,-0.1038,-0.3898,1.9531,3.2959,-0.6104,,t0010,MAPRAA
95820906,1962514,3,ankle,0.9091,-0.1034,-0.3882,0.9155,3.9673,-0.3662,,t0010,MAPRAA
95820921,1962529,3,ankle,0.9100,-0.1074,-0.3849,0.1831,4.4556,-0.2441,,t0010,MAPRAA
95820937,1962545,3,ankle,0.9091,-0.1097,-0.3833,-0.7935,5.3711,0.0000,,t0010,MAPRAA
95820952,1962560,3,ankle,0.9103,-0.1082,-0.3866,-1.3428,5.7373,0.0610,,t0010,MAPRAA
95820968,1962576,3,ankle,0.9099,-0.1088,-0.3910,-2.1362,5.7373,0.3052,,t0010,MAPRAA
95820983,1962591,3,ankle,0.9076,-0.1085,-0.3905,-2.2583,5.8594,0.3662,,t0010,MAPRAA
95820998,1962607,3,ankle,0.9116,-0.1062,-0.3928,-2.4414,6.4087,0.4272,,t0010,MAPRAA
95821014,1962622,3,ankle,0.9158,-0.1099,-0.3986,-2.3804,6.2866,0.4883,,t0010,MAPRAA
95821030,1962638,3,ankle,0.9127,-0.1049,-0.3994,-1.8311,4.8218,0.5493,,t0010,MAPRAA
95821045,1962653,3,ankle,0.9100,-0.1008,-0.3927,-2.3193,4.5166,0.3662,,t0010,MAPRAA
95821061,1962669,3,ankle,0.9099,-0.1061,-0.3955,-2.6855,4.6387,0.3662,,t0010,MAPRAA
95821076,1962684,3,ankle,0.9099,-0.1084,-0.4027,-2.5635,3.6011,0.3662,,t0010,MAPRAA
95821092,1962700,3,ankle,0.9091,-0.1051,-0.4103,-2.2583,2.6245,0.2441,,t0010,MAPRAA
95821107,1962715,3,ankle,0.9113,-0.1056,-0.4187,-1.6479,0.0610,0.2441,,t0010,MAPRAA
95821123,1962731,3,ankle,0.9048,-0.1051,-0.4154,-1.4038,-0.6714,0.2441,,t0010,MAPRAA
95821138,1962746,3,ankle,0.8990,-0.1023,-0.4055,-1.4038,-0.3052,0.0000,,t0010,MAPRAA
95821154,1962762,3,ankle,0.8971,-0.1051,-0.4066,-1.1597,0.3662,-0.1221,,t0010,MAPRAA
95821169,1962777,3,ankle,0.9003,-0.1066,-0.4150,0.0610,1.6479,-0.3052,,t0010,MAPRAA
95821185,1962793,3,ankle,0.9014,-0.1057,-0.4154,0.3052,1.8311,-0.1831,,t0010,MAPRAA
95821200,1962808,3,ankle,0.9058,-0.1090,-0.4222,0.1831,1.4038,-0.0610,,t0010,MAPRAA
95821216,1962824,3,ankle,0.9030,-0.1080,-0.4227,-0.2441,0.3662,0.1221,,t0010,MAPRAA
95821231,1962839,3,ankle,0.8937,-0.1010,-0.4061,-0.6714,0.6104,0.1831,,t0010,MAPRAA
95821247,1962855,3,ankle,0.8950,-0.1051,-0.4043,-0.9155,2.2583,0.3052,,t0010,MAPRAA
95821262,1962870,3,ankle,0.9019,-0.1144,-0.4188,-0.5493,2.5635,0.2441,,t0010,MAPRAA
95821278,1962886,3,ankle,0.9027,-0.1105,-0.4224,0.0610,1.8921,0.4272,,t0010,MAPRAA
95821293,1962901,3,ankle,0.8994,-0.1001,-0.4099,-0.1831,1.7700,0.4883,,t0010,MAPRAA
95821308,1962917,3,ankle,0.8992,-0.1000,-0.4038,-1.0376,2.9297,0.4272,,t0010,MAPRAA
95821324,1962932,3,ankle,0.9036,-0.1071,-0.4078,-0.9155,3.4790,0.4883,,t0010,MAPRAA
95821339,1962947,3,ankle,0.9132,-0.1154,-0.4226,-0.4272,2.0142,0.6104,,t0010,MAPRAA
95821355,1962963,3,ankle,0.9115,-0.1129,-0.4244,-0.1831,0.0000,0.7324,,t0010,MAPRAA
95821370,1962978,3,ankle,0.8962,-0.1029,-0.4064,-0.4272,-1.8311,0.9766,,t0010,MAPRAA
95821386,1962994,3,ankle,0.8931,-0.1027,-0.3998,-1.0376,0.1831,0.7324,,t0010,MAPRAA
95821401,1963009,3,ankle,0.8970,-0.1086,-0.4081,-0.9155,1.4648,0.7324,,t0010,MAPRAA
95821417,1963025,3,ankle,0.8989,-0.1078,-0.4141,-0.1831,2.3804,0.7935,,t0010,MAPRAA
95821432,1963040,3,ankle,0.9014,-0.1077,-0.4171,-0.0610,2.1973,0.8545,,t0010,MAPRAA
95821448,1963056,3,ankle,0.8999,-0.1111,-0.4147,-0.6714,1.8921,1.2817,,t0010,MAPRAA
95821463,1963071,3,ankle,0.8967,-0.1150,-0.4073,-1.4648,2.3804,1.4038,,t0010,MAPRAA
95821479,1963087,3,ankle,0.8979,-0.1138,-0.4042,-2.3193,3.4790,1.6479,,t0010,MAPRAA
95821494,1963102,3,ankle,0.9019,-0.1113,-0.4081,-2.2583,3.7842,1.6479,,t0010,MAPRAA
95821510,1963118,3,ankle,0.9049,-0.1066,-0.4114,-1.8921,3.7842,1.6479,,t0010,MAPRAA
95821525,1963133,3,ankle,0.9056,-0.1053,-0.4121,-1.9531,3.4790,1.6479,,t0010,MAPRAA
95821540,1963149,3,ankle,0.9060,-0.1028,-0.4126,-2.4414,3.0518,1.6479,,t0010,MAPRAA
95821556,1963164,3,ankle,0.9048,-0.1006,-0.4125,-2.0752,3.4180,1.3428,,t0010,MAPRAA
95821571,1963180,3,ankle,0.9038,-0.0950,-0.4120,-1.7090,3.4790,1.0986,,t0010,MAPRAA
95821587,1963195,3,ankle,0.9073,-0.0936,-0.4128,-0.9155,2.6245,0.8545,,t0010,MAPRAA
95821602,1963211,3,ankle,0.9071,-0.0911,-0.4193,-0.9155,1.9531,0.7324,,t0010,MAPRAA
95821618,1963226,3,ankle,0.9033,-0.0892,-0.4216,-0.7935,1.8311,0.1831,,t0010,MAPRAA
95821634,1963242,3,ankle,0.8981,-0.0907,-0.4222,-0.1221,2.3193,-0.1831,,t0010,MAPRAA
95821649,1963257,3,ankle,0.8993,-0.0927,-0.4250,1.2817,2.1362,-0.9155,,t0010,MAPRAA
95821664,1963273,3,ankle,0.9065,-0.1045,-0.4451,1.8921,0.5493,-0.9766,,t0010,MAPRAA
95821680,1963288,3,ankle,0.9009,-0.0986,-0.4447,2.6855,-3.2959,-0.9766,,t0010,MAPRAA
95821696,1963304,3,ankle,0.8947,-0.0935,-0.4314,2.4414,-3.8452,-1.0986,,t0010,MAPRAA
95821711,1963319,3,ankle,0.8894,-0.0940,-0.4203,2.0752,-2.8076,-1.4038,,t0010,MAPRAA
95821727,1963335,3,ankle,0.8920,-0.0973,-0.4244,3.4790,-2.1973,-1.5869,,t0010,MAPRAA
95821742,1963350,3,ankle,0.9004,-0.1012,-0.4335,4.0894,-2.9297,-1.5259,,t0010,MAPRAA
95821758,1963366,3,ankle,0.9016,-0.0995,-0.4365,4.6387,-5.1270,-1.7090,,t0010,MAPRAA
95821773,1963382,3,ankle,0.8938,-0.0945,-0.4290,4.2725,-5.4321,-1.7700,,t0010,MAPRAA
95821789,1963397,3,ankle,0.8896,-0.0934,-0.4221,3.2959,-3.9062,-1.8311,,t0010,MAPRAA
95821804,1963413,3,ankle,0.8914,-0.1005,-0.4229,3.3569,-2.9907,-1.8311,,t0010,MAPRAA
95821820,1963428,3,ankle,0.8977,-0.1041,-0.4288,4.2725,-2.6245,-1.7090,,t0010,MAPRAA
95821836,1963444,3,ankle,0.8966,-0.1030,-0.4276,4.2114,-3.1128,-1.5869,,t0010,MAPRAA
95821851,1963459,3,ankle,0.8936,-0.1021,-0.4193,2.9907,-3.9062,-1.2817,,t0010,MAPRAA
95821867,1963475,3,ankle,0.8937,-0.1051,-0.4171,2.2583,-2.7466,-1.2207,,t0010,MAPRAA
95821883,1963491,3,ankle,0.8987,-0.1066,-0.4220,2.4414,-2.5024,-1.2207,,t0010,MAPRAA
95821898,1963506,3,ankle,0.9016,-0.1041,-0.4233,3.1128,-3.1128,-1.0986,,t0010,MAPRAA
95821914,1963522,3,ankle,0.9017,-0.1046,-0.4133,3.2349,-3.4180,-0.9155,,t0010,MAPRAA
95821929,1963537,3,ankle,0.9038,-0.1085,-0.4111,2.8076,-4.5166,-0.5493,,t0010,MAPRAA
95821945,1963553,3,ankle,0.9098,-0.1122,-0.4125,2.7466,-5.6763,-0.3662,,t0010,MAPRAA
95821961,1963569,3,ankle,0.9069,-0.1069,-0.4061,2.3804,-8.1177,-0.1221,,t0010,MAPRAA
95821976,1963584,3,ankle,0.9037,-0.1042,-0.4015,1.9531,-7.9346,-0.1221,,t0010,MAPRAA
95821992,1963600,3,ankle,0.9021,-0.1074,-0.3938,1.6479,-7.2632,-0.0610,,t0010,MAPRAA
95822007,1963616,3,ankle,0.9049,-0.1094,-0.3966,1.5869,-6.5308,0.0000,,t0010,MAPRAA
95822023,1963631,3,ankle,0.9108,-0.1047,-0.3977,1.8921,-6.7749,0.1221,,t0010,MAPRAA
95822038,1963646,3,ankle,0.9120,-0.1052,-0.3975,1.4648,-7.3853,0.5493,,t0010,MAPRAA
95822054,1963662,3,ankle,0.9034,-0.0983,-0.3931,1.0986,-6.7139,0.6104,,t0010,MAPRAA
95822069,1963677,3,ankle,0.9004,-0.0967,-0.3872,0.0610,-3.6621,0.3662,,t0010,MAPRAA
95822085,1963693,3,ankle,0.9019,-0.0989,-0.3788,-0.1831,-1.7700,0.1221,,t0010,MAPRAA
95822100,1963708,3,ankle,0.9049,-0.1021,-0.3790,0.4883,1.6479,-0.1221,,t0010,MAPRAA
95822116,1963724,3,ankle,0.9113,-0.1021,-0.3907,0.9155,2.5635,-0.0610,,t0010,MAPRAA
95822131,1963739,3,ankle,0.9092,-0.0986,-0.3899,0.5493,3.5400,0.0000,,t0010,MAPRAA
95822146,1963755,3,ankle,0.9098,-0.0996,-0.3896,-0.1221,4.2114,-0.0610,,t0010,MAPRAA
