timestamp_pc_ms,timestamp_arduino_ms,sensor_id,placement,ax,ay,az,gx,gy,gz,label,trial_id,subject_id
95795423,1963750,2,thigh,-0.9626,0.2128,-0.0419,0.3662,0.1221,0.2441,,t009,MAPRAA
95795436,1963765,2,thigh,-0.9630,0.2133,-0.0413,0.3662,0.1221,0.2441,,t009,MAPRAA
95795452,1963781,2,thigh,-0.9633,0.2136,-0.0416,0.3662,0.1221,0.2441,,t009,MAPRAA
95795467,1963796,2,thigh,-0.9631,0.2128,-0.0428,0.4272,0.1831,0.3052,,t009,MAPRAA
95795483,1963812,2,thigh,-0.9630,0.2124,-0.0424,0.4272,0.2441,0.1221,,t009,MAPRAA
95795498,1963827,2,thigh,-0.9626,0.2117,-0.0404,0.4272,0.2441,0.0000,,t009,MAPRAA
95795514,1963843,2,thigh,-0.9630,0.2122,-0.0415,0.4272,0.1221,0.0000,,t009,MAPRAA
95795529,1963858,2,thigh,-0.9630,0.2137,-0.0414,0.4883,0.1221,0.0000,,t009,MAPRAA
95795545,1963873,2,thigh,-0.9628,0.2134,-0.0417,0.4272,0.0610,-0.0610,,t009,MAPRAA
95795560,1963889,2,thigh,-0.9624,0.2111,-0.0422,0.3662,0.0610,-0.1221,,t009,MAPRAA
95795576,1963905,2,thigh,-0.9631,0.2120,-0.0394,0.1221,0.0000,-0.1831,,t009,MAPRAA
95795592,1963920,2,thigh,-0.9645,0.2134,-0.0402,0.0000,-0.0610,-0.1221,,t009,MAPRAA
95795608,1963936,2,thigh,-0.9644,0.2118,-0.0409,-0.0610,-0.1221,-0.1221,,t009,MAPRAA
95795623,1963952,2,thigh,-0.9637,0.2104,-0.0406,-0.3052,-0.1221,-0.3662,,t009,MAPRAA
95795639,1963967,2,thigh,-0.9635,0.2118,-0.0403,-0.3662,-0.1221,-0.5493,,t009,MAPRAA
95795655,1963983,2,thigh,-0.9634,0.2122,-0.0427,-0.4883,-0.3052,-0.5493,,t009,MAPRAA
95795671,1963999,2,thigh,-0.9631,0.2126,-0.0442,-0.4883,-0.2441,-0.3052,,t009,MAPRAA
95795686,1964015,2,thigh,-0.9620,0.2141,-0.0439,-0.3662,-0.1221,-0.1831,,t009,MAPRAA
95795702,1964031,2,thigh,-0.9623,0.2140,-0.0435,-0.1221,0.0610,0.0000,,t009,MAPRAA
95795718,1964046,2,thigh,-0.9637,0.2118,-0.0413,-0.0610,0.1221,0.1221,,t009,MAPRAA
95795733,1964062,2,thigh,-0.9635,0.2115,-0.0421,-0.1221,0.1221,0.0610,,t009,MAPRAA
95795749,1964077,2,thigh,-0.9633,0.2118,-0.0432,-0.1831,0.2441,-0.2441,,t009,MAPRAA
95795764,1964093,2,thigh,-0.9634,0.2131,-0.0428,-0.0610,0.2441,-0.2441,,t009,MAPRAA
95795780,1964109,2,thigh,-0.9637,0.2131,-0.0428,0.0610,0.3662,-0.3662,,t009,MAPRAA
